target image path,labels,class,anchors
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/472.jpg,!0 0.34843952222222224 0.296234601910828 0.20741999555555557 0.46058907006369426,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/476.jpg,!0 0.36616166666666666 0.3647264064837905 0.2233048 0.3908729775561097!0 0.5373649955555555 0.2843907157107232 0.2140768088888889 0.416326144638404,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/480.jpg,!0 0.5022728421052631 0.26194470444444445 0.3311528864265928 0.3912658133333333,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/484.jpg,!0 0.4919852298507463 0.2096099088888889 0.27129837014925373 0.3351849733333333,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/488.jpg,!0 0.5202837090301003 0.4031630111111111 0.6730839933110369 0.7672004844444446,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/492.jpg,!0 0.4497202312312312 0.2506670311804009 0.3048115855855856 0.36747109576837417,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/496.jpg,!0 0.5159994952978056 0.22822439024390245 0.27818181818181814 0.34077902439024393,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/500.jpg,!0 0.06595094666666666 0.8505863535714285 0.07958916444444444 0.198801!0 0.18091134222222224 0.6395085964285715 0.07450468888888889 0.1568215857142857!0 0.48505820000000005 0.7101700678571429 0.061908857777777784 0.1499738714285714!0 0.3587608622222222 0.5922084214285714 0.16880440444444444 0.47207440000000006,Face,4
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/504.jpg,!0 0.5047328614864864 0.35361314666666666 0.43531776351351353 0.5154077644444445,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/508.jpg,!0 0.1676798930957684 0.35906828527607365 0.18460789755011137 0.40881909202453987!0 0.49377714253897553 0.34819734049079754 0.2967766859688196 0.5617055030674847!0 0.8259253318485523 0.3437312239263804 0.18398060579064587 0.3606116319018405,Face,3
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/512.jpg,!0 0.40924577777777776 0.17778453038674033 0.14832133333333333 0.27361436464088396!0 0.8350404444444444 0.18950939226519337 0.15412977777777778 0.30967845303867403,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/516.jpg,!0 0.5307884057971015 0.15548777777777778 0.23016347826086958 0.27820112444444445,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/520.jpg,!0 0.6199821651651651 0.17993823555555555 0.23423423423423423 0.24896378222222224!0 0.3260175825825826 0.08103882 0.1021021021021021 0.09927733777777778,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/524.jpg,!0 0.39381333333333335 0.2747411764705882 0.18222222222222223 0.3696513931888545,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/528.jpg,!0 0.7222435062656641 0.2494267511111111 0.23817989974937342 0.32828868,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/532.jpg,!0 0.6417932977777778 0.22749554639175257 0.23967055555555555 0.4490711494845361,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/536.jpg,!0 0.6044309348370928 0.24623585077951005 0.21142671679197997 0.3138709977728285,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/540.jpg,!0 0.5098083161290323 0.4394369933333333 0.49248296129032254 0.4862444977777778,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/544.jpg,!0 0.5011781124031008 0.35207630444444443 0.6790648139534884 0.6145661288888888,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/548.jpg,!0 0.10746121951219513 0.4669102664092664 0.1000970731707317 0.2596432432432433!0 0.2937187756097561 0.4401021042471043 0.10676137560975608 0.27273427027027025!0 0.47787555365853657 0.2962618455598456 0.11563477560975609 0.29214681853281854!0 0.7626963414634146 0.2249750501930502 0.12027343414634147 0.30398308880308883,Face,4
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/552.jpg,!0 0.5479489977728285 0.45974780058651027 0.4058521158129176 0.8291724340175952,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/556.jpg,!0 0.5484697403846154 0.45947314 0.6405623525641025 0.6787198044444444,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/560.jpg,!0 0.5147579710144928 0.29469341463414633 0.38913478260869566 0.4216321951219512,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/564.jpg,!0 0.2876066911111111 0.20491475906735754 0.18747030666666667 0.2991303834196891!0 0.6476760666666667 0.1932421476683938 0.1603224222222222 0.3133852331606218!0 0.8995298066666666 0.26400073056994816 0.07570063555555556 0.13381474093264248,Face,3
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/568.jpg,!0 0.17187844444444444 0.3912731457800511 0.1265 0.2290269769820972!0 0.7198214555555555 0.3083530588235294 0.14394945333333334 0.24192031713554987,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/572.jpg,!0 0.3189449265033408 0.46081756521739126 0.19618702004454341 0.45070781270903015!0 0.6658775033407572 0.29598727759197324 0.203267135857461 0.4087840066889632,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/576.jpg,!0 0.2377072288888889 0.19418080351906158 0.0983982711111111 0.1815494780058651!0 0.3861269 0.23163113782991201 0.11289383555555554 0.22769343695014663!0 0.72893322 0.5023051055718475 0.2457447822222222 0.4922897829912023!0 0.5542248688888889 0.21311522873900293 0.07160534666666667 0.13578202346041057!0 0.6640943533333333 0.21903143988269796 0.07450903555555556 0.13090756011730204!0 0.6425839777777778 0.11071328445747801 0.0600144 0.10303908504398826!0 0.7149317733333332 0.1071367302052786 0.04752851555555555 0.08982450439882698!0 0.7597943777777778 0.10873840469208211 0.07366209333333333 0.12580481524926687!0 0.9027153155555556 0.32412436070381234 0.15250068444444445 0.29365737243401757!0 0.8353062666666666 0.06202063929618769 0.04977097777777778 0.08658466275659824!0 0.8962870755555555 0.1171235835777126 0.05809981777777778 0.1003865806451613!0 0.7660424466666668 0.04422715542521994 0.04558346666666667 0.07736943108504399,Face,12
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/580.jpg,!0 0.25030474 0.5253644880382775 0.1347912977777778 0.2363569138755981!0 0.5729882666666667 0.30325521531100474 0.13397195555555555 0.22248976076555024!0 0.3938303622222222 0.17188958373205743 0.13197820444444444 0.19417634449760765,Face,3
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/584.jpg,!0 0.5375012195121951 0.37230408921933084 0.3136024390243902 0.7243821561338291!0 0.3227823634146341 0.476022126394052 0.2342676292682927 0.5253970260223048,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/588.jpg,!0 0.28417120820189273 0.5193428066666667 0.33460907255520506 0.32056408444444445!0 0.5817643880126183 0.2479169311111111 0.4311321324921135 0.40579874666666665,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/592.jpg,!0 0.4857693454545455 0.3553682222222222 0.3393939393939394 0.3801866666666667,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/596.jpg,!0 0.5068396287625418 0.47072846770601334 0.6806124280936455 0.6614209398663697,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/600.jpg,!0 0.2921754870317003 0.21174746 0.26527476657060517 0.2986125733333333!0 0.49711060518731987 0.3746132266666667 0.1777781671469741 0.2283619822222222!0 0.7372271930835735 0.46158127555555556 0.20714795389048993 0.24828551999999998!0 0.5285729221902017 0.11362093777777778 0.12283408069164266 0.1525694622222222!0 0.7546561123919309 0.22686079333333334 0.16148368876080693 0.19436339111111112,Face,5
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/604.jpg,!0 0.5551147441860466 0.2711370777777778 0.45182724252491696 0.45394120888888884,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/608.jpg,!0 0.4844386581818182 0.3675627044444445 0.6802982981818182 0.6405562977777778,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/612.jpg,!0 0.1413168253968254 0.41537799999999997 0.22468190476190475 0.24053244444444444!0 0.6579514285714286 0.436218 0.25132571428571426 0.262016!0 0.9157139682539683 0.44021238 0.04959492063492064 0.05579777777777778,Face,3
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/616.jpg,!0 0.29740200000000006 0.5176419642857143 0.37333333333333335 0.8452380952380952!0 0.7198465311111112 0.5052883928571429 0.28888888888888886 0.7023809523809523,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/620.jpg,!0 0.45167136491228066 0.22619836525612474 0.3143941263157895 0.293919140311804,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/624.jpg,!0 0.2971428888888889 0.3210512968299712 0.2261991111111111 0.39349164265129677!0 0.7014624444444444 0.4111844380403459 0.19351822222222223 0.38231585014409225,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/628.jpg,!0 0.48053632303370786 0.2614145011135858 0.35250541573033706 0.4419583741648107,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/632.jpg,!0 0.5028457511111111 0.3289795631067961 0.24932222666666667 0.592476213592233,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/636.jpg,!0 0.524502 0.4582398148148148 0.20358 0.3829074074074074,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/640.jpg,!0 0.09766137333333333 0.5895232914285715 0.1847183688888889 0.33541868!0 0.46297477333333337 0.6966302 0.1515315733333333 0.29340782857142855!0 0.8290684555555555 0.53545236 0.16906091555555555 0.34651038285714286!0 0.7000301266666666 0.5717044228571428 0.11825723111111111 0.22170142285714287,Face,4
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/644.jpg,!0 0.3107624291044776 0.22360733414634146 0.3283582089552239 0.3315008780487805,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/648.jpg,!0 0.21766582444444443 0.39421892387543256 0.3141809377777777 0.7295374671280277!0 0.7033387777777778 0.4138621522491349 0.29489463555555556 0.6596263737024222,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/652.jpg,!0 0.41077172333333334 0.627436231111111 0.25683528 0.21786424444444444!0 0.62423476 0.6299437955555556 0.26184176 0.25231301333333334,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/656.jpg,!0 0.4665464705882353 0.2899797777777778 0.4185994117647059 0.4808946666666667,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/660.jpg,!0 0.5282314104477612 0.4152754844444444 0.5228405024875622 0.7727213733333334,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/664.jpg,!0 0.36948009114583336 0.2754994733333333 0.21879583333333333 0.28992622222222225!0 0.6442063567708333 0.1561996377777778 0.26777291666666664 0.30190832,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/668.jpg,!0 0.5107395348837209 0.4509717073170732 0.5913621262458472 0.6780487804878049,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/672.jpg,!0 0.13688567333333335 0.3790617807807808 0.24915760444444443 0.4686475075075075!0 0.7447981777777778 0.32885872972972974 0.26088166222222225 0.5412426666666666,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/676.jpg,!0 0.27965486 0.34166481756756756 0.2057580088888889 0.47521626351351354!0 0.7923089266666666 0.26023608783783786 0.15193125333333332 0.35791475675675677!0 0.6167068266666667 0.23250918581081084 0.05379263111111111 0.10608832432432433,Face,3
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/680.jpg,!0 0.49961974086378735 0.3325429022222222 0.5571987375415283 0.5414038888888889,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/684.jpg,!0 0.5195168831168832 0.16541533333333333 0.21099025974025973 0.2269431111111111,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/688.jpg,!0 0.4558649805447471 0.25131044444444445 0.46667782101167316 0.3953589955555556,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/692.jpg,!0 0.22759587111111113 0.45831653333333333 0.34856057777777777 0.5204991866666667!0 0.7204777777777778 0.2682982222222222 0.3258774266666667 0.5232124444444445,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/696.jpg,!0 0.13967113140311804 0.36487252717391305 0.1318183162583519 0.4825636195652174!0 0.36343030066815146 0.35025428804347825 0.13697995545657016 0.48674629347826087!0 0.602175113585746 0.34311286956521736 0.12917565256124722 0.48421383695652176!0 0.8218568062360803 0.3465852445652174 0.14666226280623607 0.5224519130434783,Face,4
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/700.jpg,!0 0.7701228956228956 0.20805285523385303 0.2785536902356902 0.29477811581291763,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/704.jpg,!0 0.40157179045092833 0.27630106444444447 0.2902828222811671 0.4321842977777778!0 0.8116320185676393 0.3584288888888889 0.26848541114058355 0.2800831111111111,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/708.jpg,!0 0.3570490706521739 0.27450631555555555 0.2961590597826087 0.36717509777777774!0 0.7792013451086958 0.28459502888888893 0.24615676630434782 0.35176813333333334,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/712.jpg,!0 0.5117294416243655 0.24062444444444445 0.2794604060913706 0.42662399999999995,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/716.jpg,!0 0.5396139121140142 0.5201043444444444 0.22059012351543944 0.33490846222222226,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/720.jpg,!0 0.515439512195122 0.24049655172413792 0.16815414634146342 0.3671903448275862,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/724.jpg,!0 0.4654595744680851 0.3292186666666667 0.45571465653495447 0.5022222222222222,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/728.jpg,!0 0.2519393652561247 0.27979097993311036 0.15456167483296213 0.3856334180602007!0 0.7460225902004454 0.27669922073578596 0.17634913140311806 0.40062177257525083,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/732.jpg,!0 0.1794451111111111 0.30673561253561255 0.2210911111111111 0.4092307692307692!0 0.4924811111111111 0.4001401709401709 0.16181466666666666 0.3156581196581197!0 0.8269462222222222 0.29364159544159546 0.19681777777777779 0.36172250712250714,Face,3
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/736.jpg,!0 0.5140763967213116 0.21560384187082404 0.30341556721311475 0.3371047216035635,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/740.jpg,!0 0.5271149844444444 0.41961913559322034 0.22929856444444444 0.5221852881355932,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/744.jpg,!0 0.4035938177777778 0.24386991466666666 0.21364841333333331 0.424361808,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/748.jpg,!0 0.48191218618618614 0.41925488864142535 0.5636017537537538 0.7177886146993319,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/756.jpg,!0 0.477016 0.27653646408839777 0.19272266666666668 0.3789337016574586!0 0.07158666666666666 0.5467472375690609 0.07542849333333333 0.13926077348066299!0 0.7169673333333333 0.3960361878453039 0.17297466666666667 0.3082325966850829!0 0.9208957777777778 0.3379378453038674 0.10361777777777778 0.1899243093922652!0 0.10129755555555556 0.4104436464088398 0.06636755555555555 0.12167127071823206,Face,5
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/760.jpg,!0 0.48878797106109323 0.2271562311111111 0.2740455691318328 0.3081734666666666,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/764.jpg,!0 0.5173212653631285 0.2279149822222222 0.27047040223463686 0.3216307911111111!0 0.19501571508379886 0.2974608088888889 0.22053038547486034 0.2639170666666667!0 0.8051030446927375 0.3431721444444445 0.18523181005586595 0.20819195999999998,Face,3
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/768.jpg,!0 0.09277977777777778 0.25344843205574913 0.14239688444444445 0.3871763066202091!0 0.5207253333333334 0.4709101045296167 0.1426457777777778 0.38661463414634145!0 0.8816624444444445 0.29964041811846687 0.15002800000000002 0.369984668989547,Face,3
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/772.jpg,!0 0.5190840215053764 0.3907091111111111 0.5222005376344087 0.61610948,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/776.jpg,!0 0.5803524078212291 0.23218951777777777 0.36876713407821227 0.41472560444444445,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/780.jpg,!0 0.47692036454849496 0.40852999109131405 0.6999871237458194 0.6876507394209354,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/784.jpg,!0 0.22965481337047353 0.25740522666666665 0.17646816713091923 0.19917122666666667!0 0.45751584401114204 0.16505394444444446 0.1853402729805014 0.2470868!0 0.7785667604456825 0.21061293333333334 0.16873347632311977 0.20261554666666667,Face,3
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/788.jpg,!0 0.08152583518930957 0.5354279005524862 0.031180400890868598 0.05284088397790055!0 0.5105249443207127 0.31698618784530386 0.13853541202672606 0.24233093922651933!0 0.23198106904231625 0.5023539806629834 0.026726057906458798 0.04568232044198895,Face,3
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/792.jpg,!0 0.5088692069767442 0.4086268777777778 0.5678208976744186 0.696905391111111,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/796.jpg,!0 0.47412769042316255 0.31432576380368094 0.23396260133630287 0.46238418404907977,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/800.jpg,!0 0.49714004777070064 0.4427370511111111 0.5430097515923568 0.5939886133333333,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/804.jpg,!0 0.40696189037433156 0.16105523777777778 0.17187102139037436 0.2312483022222222,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/808.jpg,!0 0.4824156351791531 0.17167243902439025 0.28664495114006516 0.2978326829268293!0 0.8097776254071661 0.30735930731707317 0.05211726384364821 0.0644322731707317,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/812.jpg,!0 0.1351041801242236 0.31739427333333337 0.10774168322981366 0.10563629777777778!0 0.41062213043478263 0.17689974666666666 0.23957694409937888 0.2484502133333333,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/816.jpg,!0 0.47530561111111114 0.44549652901785713 0.24916266666666667 0.4355695714285714,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/820.jpg,!0 0.32632748297213626 0.2736988933333333 0.4400037461300309 0.41497503999999996!0 0.4238810309597524 0.6685871044444445 0.3561454303405573 0.36971702666666667,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/824.jpg,!0 0.38822399999999996 0.23137942857142857 0.21503155555555556 0.4003325714285714!0 0.6513268888888889 0.42029028571428567 0.21065688888888887 0.4156417085714285,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/828.jpg,!0 0.22233642666666667 0.23810411484593838 0.1762728488888889 0.31748840896358543!0 0.7137657444444445 0.1908940532212885 0.1648315377777778 0.3141270140056022,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/832.jpg,!0 0.7342931253333332 0.31518806666666666 0.31848508266666664 0.4242109822222222,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/836.jpg,!0 0.5050060200668897 0.25953318485523386 0.28725351170568564 0.2544815144766147,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/840.jpg,!0 0.5169286606606607 0.34412478888888887 0.4990066426426426 0.54822856,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/844.jpg,!0 0.4903190465116279 0.4037919288888889 0.48332582558139536 0.6205595244444444,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/848.jpg,!0 0.4696433802816901 0.4125317777777778 0.36619718309859156 0.42603349777777777,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/852.jpg,!0 0.46895499999999996 0.52686296 0.8125 0.9194669377777779,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/856.jpg,!0 0.2948003863636363 0.17517444444444447 0.18315181818181817 0.27485733333333334!0 0.7302596931818182 0.2846728666666667 0.18456363636363635 0.2933182222222222,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/860.jpg,!0 0.3219516748166259 0.3641893639344262 0.25554744743276286 0.5847830295081967!0 0.648263325183374 0.4963773770491804 0.26894865525672373 0.5448662295081967,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/868.jpg,!0 0.5093706395348837 0.31251999999999996 0.42888953488372095 0.5347084444444444,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/872.jpg,!0 0.7496947911111111 0.5490291638225255 0.26628732 0.6149712969283276,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/876.jpg,!0 0.5402894039735099 0.1452168888888889 0.26586423841059603 0.24978755555555554,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/880.jpg,!0 0.6508707430939227 0.3450760623608018 0.5186924254143647 0.5934820534521158,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/884.jpg,!0 0.516790243902439 0.4201486284289277 0.39001951219512193 0.5951361596009975,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/892.jpg,!0 0.49122341597796143 0.33534053452115814 0.47523856749311294 0.5841456570155903,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/896.jpg,!0 0.4855596385542169 0.41635731707317075 0.5240963855421686 0.7061853658536585,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/900.jpg,!0 0.5141156666666666 0.31057066666666666 0.363554 0.35700400000000004,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/904.jpg,!0 0.29777 0.24064405405405406 0.10222222222222223 0.18866162162162162!0 0.6960706666666667 0.18264081081081082 0.16 0.289034054054054,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/908.jpg,!0 0.4421871111111111 0.30234074074074074 0.2534746666666666 0.4745107345679012,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/912.jpg,!0 0.4825401386138614 0.36577033333333336 0.49135460066006603 0.5129815288888889,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/916.jpg,!0 0.34975012224938873 0.2424788888888889 0.2030215158924205 0.45352148148148147,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/920.jpg,!0 0.6393365211581291 0.3258743878205128 0.2291400311804009 0.49179317307692305,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/924.jpg,!0 0.41267776 0.6306936973684211 0.23385844 0.5124870789473684,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/928.jpg,!0 0.33271477555555556 0.1875482703583062 0.06144791555555555 0.1316147035830619!0 0.6893303244444444 0.5941660553745928 0.15308826666666667 0.29951022801302934,Face,2
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/932.jpg,!0 0.4953210515463918 0.15579424000000003 0.2611683848797251 0.26222222222222225,Face,1
D:/Desktop/Facial-Recognition/Face-Detection//dataset/fddb/FDDB-folds/annotations_darknet/936.jpg,!0 0.6036345033557047 0.20772770378619154 0.3620375436241611 0.3652903429844098,Face,1
